;Abs Path;Rel Path;Item Class
604;D:\Programming\AP_Lab3\dataset_3\9430.jpg;dataset_3\9430.jpg;bay horse
605;D:\Programming\AP_Lab3\dataset_3\9261.jpg;dataset_3\9261.jpg;bay horse
606;D:\Programming\AP_Lab3\dataset_3\1511.jpg;dataset_3\1511.jpg;bay horse
607;D:\Programming\AP_Lab3\dataset_3\9573.jpg;dataset_3\9573.jpg;bay horse
608;D:\Programming\AP_Lab3\dataset_3\4951.jpg;dataset_3\4951.jpg;bay horse
609;D:\Programming\AP_Lab3\dataset_3\6328.jpg;dataset_3\6328.jpg;bay horse
610;D:\Programming\AP_Lab3\dataset_3\6656.jpg;dataset_3\6656.jpg;bay horse
611;D:\Programming\AP_Lab3\dataset_3\495.jpg;dataset_3\495.jpg;bay horse
612;D:\Programming\AP_Lab3\dataset_3\1022.jpg;dataset_3\1022.jpg;bay horse
613;D:\Programming\AP_Lab3\dataset_3\6701.jpg;dataset_3\6701.jpg;bay horse
614;D:\Programming\AP_Lab3\dataset_3\8610.jpg;dataset_3\8610.jpg;bay horse
615;D:\Programming\AP_Lab3\dataset_3\5105.jpg;dataset_3\5105.jpg;bay horse
616;D:\Programming\AP_Lab3\dataset_3\3267.jpg;dataset_3\3267.jpg;bay horse
617;D:\Programming\AP_Lab3\dataset_3\3401.jpg;dataset_3\3401.jpg;bay horse
618;D:\Programming\AP_Lab3\dataset_3\7163.jpg;dataset_3\7163.jpg;bay horse
619;D:\Programming\AP_Lab3\dataset_3\3908.jpg;dataset_3\3908.jpg;bay horse
620;D:\Programming\AP_Lab3\dataset_3\4411.jpg;dataset_3\4411.jpg;bay horse
621;D:\Programming\AP_Lab3\dataset_3\1039.jpg;dataset_3\1039.jpg;bay horse
622;D:\Programming\AP_Lab3\dataset_3\8312.jpg;dataset_3\8312.jpg;bay horse
623;D:\Programming\AP_Lab3\dataset_3\9677.jpg;dataset_3\9677.jpg;bay horse
624;D:\Programming\AP_Lab3\dataset_3\7204.jpg;dataset_3\7204.jpg;bay horse
625;D:\Programming\AP_Lab3\dataset_3\1685.jpg;dataset_3\1685.jpg;bay horse
626;D:\Programming\AP_Lab3\dataset_3\6486.jpg;dataset_3\6486.jpg;bay horse
627;D:\Programming\AP_Lab3\dataset_3\3600.jpg;dataset_3\3600.jpg;bay horse
628;D:\Programming\AP_Lab3\dataset_3\6158.jpg;dataset_3\6158.jpg;bay horse
629;D:\Programming\AP_Lab3\dataset_3\2902.jpg;dataset_3\2902.jpg;bay horse
630;D:\Programming\AP_Lab3\dataset_3\2825.jpg;dataset_3\2825.jpg;bay horse
631;D:\Programming\AP_Lab3\dataset_3\9933.jpg;dataset_3\9933.jpg;bay horse
632;D:\Programming\AP_Lab3\dataset_3\6861.jpg;dataset_3\6861.jpg;bay horse
633;D:\Programming\AP_Lab3\dataset_3\8190.jpg;dataset_3\8190.jpg;bay horse
634;D:\Programming\AP_Lab3\dataset_3\8544.jpg;dataset_3\8544.jpg;bay horse
635;D:\Programming\AP_Lab3\dataset_3\1227.jpg;dataset_3\1227.jpg;bay horse
636;D:\Programming\AP_Lab3\dataset_3\3895.jpg;dataset_3\3895.jpg;bay horse
637;D:\Programming\AP_Lab3\dataset_3\2378.jpg;dataset_3\2378.jpg;bay horse
638;D:\Programming\AP_Lab3\dataset_3\3053.jpg;dataset_3\3053.jpg;bay horse
639;D:\Programming\AP_Lab3\dataset_3\6115.jpg;dataset_3\6115.jpg;bay horse
640;D:\Programming\AP_Lab3\dataset_3\3451.jpg;dataset_3\3451.jpg;bay horse
641;D:\Programming\AP_Lab3\dataset_3\390.jpg;dataset_3\390.jpg;bay horse
642;D:\Programming\AP_Lab3\dataset_3\4653.jpg;dataset_3\4653.jpg;bay horse
643;D:\Programming\AP_Lab3\dataset_3\3863.jpg;dataset_3\3863.jpg;bay horse
644;D:\Programming\AP_Lab3\dataset_3\4994.jpg;dataset_3\4994.jpg;bay horse
645;D:\Programming\AP_Lab3\dataset_3\5191.jpg;dataset_3\5191.jpg;bay horse
646;D:\Programming\AP_Lab3\dataset_3\8376.jpg;dataset_3\8376.jpg;bay horse
647;D:\Programming\AP_Lab3\dataset_3\3181.jpg;dataset_3\3181.jpg;bay horse
648;D:\Programming\AP_Lab3\dataset_3\8413.jpg;dataset_3\8413.jpg;bay horse
649;D:\Programming\AP_Lab3\dataset_3\936.jpg;dataset_3\936.jpg;bay horse
650;D:\Programming\AP_Lab3\dataset_3\774.jpg;dataset_3\774.jpg;bay horse
651;D:\Programming\AP_Lab3\dataset_3\4898.jpg;dataset_3\4898.jpg;bay horse
652;D:\Programming\AP_Lab3\dataset_3\2831.jpg;dataset_3\2831.jpg;bay horse
653;D:\Programming\AP_Lab3\dataset_3\689.jpg;dataset_3\689.jpg;bay horse
654;D:\Programming\AP_Lab3\dataset_3\7879.jpg;dataset_3\7879.jpg;bay horse
655;D:\Programming\AP_Lab3\dataset_3\7790.jpg;dataset_3\7790.jpg;bay horse
656;D:\Programming\AP_Lab3\dataset_3\5827.jpg;dataset_3\5827.jpg;bay horse
657;D:\Programming\AP_Lab3\dataset_3\5232.jpg;dataset_3\5232.jpg;bay horse
658;D:\Programming\AP_Lab3\dataset_3\3168.jpg;dataset_3\3168.jpg;bay horse
659;D:\Programming\AP_Lab3\dataset_3\3545.jpg;dataset_3\3545.jpg;bay horse
660;D:\Programming\AP_Lab3\dataset_3\9157.jpg;dataset_3\9157.jpg;bay horse
661;D:\Programming\AP_Lab3\dataset_3\4716.jpg;dataset_3\4716.jpg;bay horse
662;D:\Programming\AP_Lab3\dataset_3\5614.jpg;dataset_3\5614.jpg;bay horse
663;D:\Programming\AP_Lab3\dataset_3\2219.jpg;dataset_3\2219.jpg;bay horse
664;D:\Programming\AP_Lab3\dataset_3\7459.jpg;dataset_3\7459.jpg;bay horse
665;D:\Programming\AP_Lab3\dataset_3\5044.jpg;dataset_3\5044.jpg;bay horse
666;D:\Programming\AP_Lab3\dataset_3\2535.jpg;dataset_3\2535.jpg;bay horse
667;D:\Programming\AP_Lab3\dataset_3\985.jpg;dataset_3\985.jpg;bay horse
668;D:\Programming\AP_Lab3\dataset_3\2363.jpg;dataset_3\2363.jpg;bay horse
669;D:\Programming\AP_Lab3\dataset_3\1532.jpg;dataset_3\1532.jpg;bay horse
670;D:\Programming\AP_Lab3\dataset_3\1283.jpg;dataset_3\1283.jpg;bay horse
671;D:\Programming\AP_Lab3\dataset_3\1827.jpg;dataset_3\1827.jpg;bay horse
672;D:\Programming\AP_Lab3\dataset_3\377.jpg;dataset_3\377.jpg;bay horse
673;D:\Programming\AP_Lab3\dataset_3\3879.jpg;dataset_3\3879.jpg;bay horse
674;D:\Programming\AP_Lab3\dataset_3\1017.jpg;dataset_3\1017.jpg;bay horse
675;D:\Programming\AP_Lab3\dataset_3\2876.jpg;dataset_3\2876.jpg;bay horse
676;D:\Programming\AP_Lab3\dataset_3\7128.jpg;dataset_3\7128.jpg;bay horse
677;D:\Programming\AP_Lab3\dataset_3\9179.jpg;dataset_3\9179.jpg;bay horse
678;D:\Programming\AP_Lab3\dataset_3\9610.jpg;dataset_3\9610.jpg;bay horse
679;D:\Programming\AP_Lab3\dataset_3\7361.jpg;dataset_3\7361.jpg;bay horse
680;D:\Programming\AP_Lab3\dataset_3\8257.jpg;dataset_3\8257.jpg;bay horse
681;D:\Programming\AP_Lab3\dataset_3\9984.jpg;dataset_3\9984.jpg;bay horse
682;D:\Programming\AP_Lab3\dataset_3\6476.jpg;dataset_3\6476.jpg;bay horse
683;D:\Programming\AP_Lab3\dataset_3\6164.jpg;dataset_3\6164.jpg;bay horse
684;D:\Programming\AP_Lab3\dataset_3\640.jpg;dataset_3\640.jpg;bay horse
685;D:\Programming\AP_Lab3\dataset_3\5681.jpg;dataset_3\5681.jpg;bay horse
686;D:\Programming\AP_Lab3\dataset_3\7631.jpg;dataset_3\7631.jpg;bay horse
687;D:\Programming\AP_Lab3\dataset_3\8991.jpg;dataset_3\8991.jpg;bay horse
688;D:\Programming\AP_Lab3\dataset_3\2843.jpg;dataset_3\2843.jpg;bay horse
689;D:\Programming\AP_Lab3\dataset_3\1458.jpg;dataset_3\1458.jpg;bay horse
690;D:\Programming\AP_Lab3\dataset_3\3234.jpg;dataset_3\3234.jpg;bay horse
691;D:\Programming\AP_Lab3\dataset_3\7496.jpg;dataset_3\7496.jpg;bay horse
692;D:\Programming\AP_Lab3\dataset_3\3421.jpg;dataset_3\3421.jpg;bay horse
693;D:\Programming\AP_Lab3\dataset_3\6026.jpg;dataset_3\6026.jpg;bay horse
694;D:\Programming\AP_Lab3\dataset_3\8242.jpg;dataset_3\8242.jpg;bay horse
695;D:\Programming\AP_Lab3\dataset_3\2497.jpg;dataset_3\2497.jpg;bay horse
696;D:\Programming\AP_Lab3\dataset_3\7667.jpg;dataset_3\7667.jpg;bay horse
697;D:\Programming\AP_Lab3\dataset_3\1089.jpg;dataset_3\1089.jpg;bay horse
698;D:\Programming\AP_Lab3\dataset_3\7386.jpg;dataset_3\7386.jpg;bay horse
699;D:\Programming\AP_Lab3\dataset_3\3591.jpg;dataset_3\3591.jpg;bay horse
700;D:\Programming\AP_Lab3\dataset_3\4641.jpg;dataset_3\4641.jpg;bay horse
701;D:\Programming\AP_Lab3\dataset_3\4117.jpg;dataset_3\4117.jpg;bay horse
702;D:\Programming\AP_Lab3\dataset_3\4799.jpg;dataset_3\4799.jpg;bay horse
703;D:\Programming\AP_Lab3\dataset_3\5739.jpg;dataset_3\5739.jpg;bay horse
704;D:\Programming\AP_Lab3\dataset_3\305.jpg;dataset_3\305.jpg;bay horse
705;D:\Programming\AP_Lab3\dataset_3\2441.jpg;dataset_3\2441.jpg;bay horse
706;D:\Programming\AP_Lab3\dataset_3\8559.jpg;dataset_3\8559.jpg;bay horse
707;D:\Programming\AP_Lab3\dataset_3\4778.jpg;dataset_3\4778.jpg;bay horse
708;D:\Programming\AP_Lab3\dataset_3\9326.jpg;dataset_3\9326.jpg;bay horse
709;D:\Programming\AP_Lab3\dataset_3\8513.jpg;dataset_3\8513.jpg;bay horse
710;D:\Programming\AP_Lab3\dataset_3\3801.jpg;dataset_3\3801.jpg;bay horse
711;D:\Programming\AP_Lab3\dataset_3\4884.jpg;dataset_3\4884.jpg;bay horse
712;D:\Programming\AP_Lab3\dataset_3\9896.jpg;dataset_3\9896.jpg;bay horse
713;D:\Programming\AP_Lab3\dataset_3\6410.jpg;dataset_3\6410.jpg;bay horse
714;D:\Programming\AP_Lab3\dataset_3\7962.jpg;dataset_3\7962.jpg;bay horse
715;D:\Programming\AP_Lab3\dataset_3\68.jpg;dataset_3\68.jpg;bay horse
716;D:\Programming\AP_Lab3\dataset_3\3228.jpg;dataset_3\3228.jpg;bay horse
717;D:\Programming\AP_Lab3\dataset_3\3804.jpg;dataset_3\3804.jpg;bay horse
718;D:\Programming\AP_Lab3\dataset_3\4196.jpg;dataset_3\4196.jpg;bay horse
719;D:\Programming\AP_Lab3\dataset_3\5181.jpg;dataset_3\5181.jpg;bay horse
720;D:\Programming\AP_Lab3\dataset_3\5021.jpg;dataset_3\5021.jpg;bay horse
721;D:\Programming\AP_Lab3\dataset_3\439.jpg;dataset_3\439.jpg;bay horse
722;D:\Programming\AP_Lab3\dataset_3\1064.jpg;dataset_3\1064.jpg;bay horse
723;D:\Programming\AP_Lab3\dataset_3\549.jpg;dataset_3\549.jpg;bay horse
724;D:\Programming\AP_Lab3\dataset_3\8588.jpg;dataset_3\8588.jpg;bay horse
725;D:\Programming\AP_Lab3\dataset_3\7912.jpg;dataset_3\7912.jpg;bay horse
726;D:\Programming\AP_Lab3\dataset_3\2504.jpg;dataset_3\2504.jpg;bay horse
727;D:\Programming\AP_Lab3\dataset_3\9612.jpg;dataset_3\9612.jpg;bay horse
728;D:\Programming\AP_Lab3\dataset_3\4185.jpg;dataset_3\4185.jpg;bay horse
729;D:\Programming\AP_Lab3\dataset_3\2394.jpg;dataset_3\2394.jpg;bay horse
730;D:\Programming\AP_Lab3\dataset_3\7248.jpg;dataset_3\7248.jpg;bay horse
731;D:\Programming\AP_Lab3\dataset_3\5999.jpg;dataset_3\5999.jpg;bay horse
732;D:\Programming\AP_Lab3\dataset_3\6967.jpg;dataset_3\6967.jpg;bay horse
733;D:\Programming\AP_Lab3\dataset_3\1811.jpg;dataset_3\1811.jpg;bay horse
734;D:\Programming\AP_Lab3\dataset_3\1874.jpg;dataset_3\1874.jpg;bay horse
735;D:\Programming\AP_Lab3\dataset_3\7704.jpg;dataset_3\7704.jpg;bay horse
736;D:\Programming\AP_Lab3\dataset_3\3364.jpg;dataset_3\3364.jpg;bay horse
737;D:\Programming\AP_Lab3\dataset_3\9280.jpg;dataset_3\9280.jpg;bay horse
738;D:\Programming\AP_Lab3\dataset_3\5014.jpg;dataset_3\5014.jpg;bay horse
739;D:\Programming\AP_Lab3\dataset_3\3107.jpg;dataset_3\3107.jpg;bay horse
740;D:\Programming\AP_Lab3\dataset_3\1904.jpg;dataset_3\1904.jpg;bay horse
741;D:\Programming\AP_Lab3\dataset_3\5865.jpg;dataset_3\5865.jpg;bay horse
742;D:\Programming\AP_Lab3\dataset_3\688.jpg;dataset_3\688.jpg;bay horse
743;D:\Programming\AP_Lab3\dataset_3\7874.jpg;dataset_3\7874.jpg;bay horse
744;D:\Programming\AP_Lab3\dataset_3\1822.jpg;dataset_3\1822.jpg;bay horse
745;D:\Programming\AP_Lab3\dataset_3\9108.jpg;dataset_3\9108.jpg;bay horse
746;D:\Programming\AP_Lab3\dataset_3\7014.jpg;dataset_3\7014.jpg;bay horse
747;D:\Programming\AP_Lab3\dataset_3\2705.jpg;dataset_3\2705.jpg;bay horse
748;D:\Programming\AP_Lab3\dataset_3\2545.jpg;dataset_3\2545.jpg;bay horse
749;D:\Programming\AP_Lab3\dataset_3\4095.jpg;dataset_3\4095.jpg;bay horse
750;D:\Programming\AP_Lab3\dataset_3\4346.jpg;dataset_3\4346.jpg;bay horse
751;D:\Programming\AP_Lab3\dataset_3\5877.jpg;dataset_3\5877.jpg;bay horse
752;D:\Programming\AP_Lab3\dataset_3\5808.jpg;dataset_3\5808.jpg;bay horse
753;D:\Programming\AP_Lab3\dataset_3\2342.jpg;dataset_3\2342.jpg;bay horse
754;D:\Programming\AP_Lab3\dataset_3\3164.jpg;dataset_3\3164.jpg;bay horse
755;D:\Programming\AP_Lab3\dataset_3\9237.jpg;dataset_3\9237.jpg;bay horse
756;D:\Programming\AP_Lab3\dataset_3\8381.jpg;dataset_3\8381.jpg;bay horse
757;D:\Programming\AP_Lab3\dataset_3\8347.jpg;dataset_3\8347.jpg;bay horse
758;D:\Programming\AP_Lab3\dataset_3\3695.jpg;dataset_3\3695.jpg;bay horse
759;D:\Programming\AP_Lab3\dataset_3\564.jpg;dataset_3\564.jpg;bay horse
760;D:\Programming\AP_Lab3\dataset_3\6001.jpg;dataset_3\6001.jpg;bay horse
761;D:\Programming\AP_Lab3\dataset_3\2486.jpg;dataset_3\2486.jpg;bay horse
762;D:\Programming\AP_Lab3\dataset_3\290.jpg;dataset_3\290.jpg;bay horse
763;D:\Programming\AP_Lab3\dataset_3\956.jpg;dataset_3\956.jpg;bay horse
764;D:\Programming\AP_Lab3\dataset_3\1297.jpg;dataset_3\1297.jpg;bay horse
765;D:\Programming\AP_Lab3\dataset_3\5489.jpg;dataset_3\5489.jpg;bay horse
766;D:\Programming\AP_Lab3\dataset_3\284.jpg;dataset_3\284.jpg;bay horse
767;D:\Programming\AP_Lab3\dataset_3\3182.jpg;dataset_3\3182.jpg;bay horse
768;D:\Programming\AP_Lab3\dataset_3\8557.jpg;dataset_3\8557.jpg;bay horse
769;D:\Programming\AP_Lab3\dataset_3\406.jpg;dataset_3\406.jpg;bay horse
770;D:\Programming\AP_Lab3\dataset_3\8485.jpg;dataset_3\8485.jpg;bay horse
771;D:\Programming\AP_Lab3\dataset_3\108.jpg;dataset_3\108.jpg;bay horse
772;D:\Programming\AP_Lab3\dataset_3\4412.jpg;dataset_3\4412.jpg;bay horse
773;D:\Programming\AP_Lab3\dataset_3\6570.jpg;dataset_3\6570.jpg;bay horse
774;D:\Programming\AP_Lab3\dataset_3\6492.jpg;dataset_3\6492.jpg;bay horse
775;D:\Programming\AP_Lab3\dataset_3\9068.jpg;dataset_3\9068.jpg;bay horse
776;D:\Programming\AP_Lab3\dataset_3\1464.jpg;dataset_3\1464.jpg;bay horse
777;D:\Programming\AP_Lab3\dataset_3\1869.jpg;dataset_3\1869.jpg;bay horse
778;D:\Programming\AP_Lab3\dataset_3\9153.jpg;dataset_3\9153.jpg;bay horse
779;D:\Programming\AP_Lab3\dataset_3\4340.jpg;dataset_3\4340.jpg;bay horse
780;D:\Programming\AP_Lab3\dataset_3\1858.jpg;dataset_3\1858.jpg;bay horse
781;D:\Programming\AP_Lab3\dataset_3\230.jpg;dataset_3\230.jpg;bay horse
782;D:\Programming\AP_Lab3\dataset_3\5575.jpg;dataset_3\5575.jpg;bay horse
783;D:\Programming\AP_Lab3\dataset_3\9177.jpg;dataset_3\9177.jpg;bay horse
784;D:\Programming\AP_Lab3\dataset_3\5471.jpg;dataset_3\5471.jpg;bay horse
785;D:\Programming\AP_Lab3\dataset_3\3989.jpg;dataset_3\3989.jpg;bay horse
786;D:\Programming\AP_Lab3\dataset_3\1681.jpg;dataset_3\1681.jpg;bay horse
787;D:\Programming\AP_Lab3\dataset_3\1932.jpg;dataset_3\1932.jpg;bay horse
788;D:\Programming\AP_Lab3\dataset_3\336.jpg;dataset_3\336.jpg;bay horse
789;D:\Programming\AP_Lab3\dataset_3\2489.jpg;dataset_3\2489.jpg;bay horse
790;D:\Programming\AP_Lab3\dataset_3\4070.jpg;dataset_3\4070.jpg;bay horse
791;D:\Programming\AP_Lab3\dataset_3\8568.jpg;dataset_3\8568.jpg;bay horse
792;D:\Programming\AP_Lab3\dataset_3\5745.jpg;dataset_3\5745.jpg;bay horse
793;D:\Programming\AP_Lab3\dataset_3\1289.jpg;dataset_3\1289.jpg;bay horse
794;D:\Programming\AP_Lab3\dataset_3\3583.jpg;dataset_3\3583.jpg;bay horse
795;D:\Programming\AP_Lab3\dataset_3\7957.jpg;dataset_3\7957.jpg;bay horse
796;D:\Programming\AP_Lab3\dataset_3\9728.jpg;dataset_3\9728.jpg;bay horse
797;D:\Programming\AP_Lab3\dataset_3\6716.jpg;dataset_3\6716.jpg;bay horse
798;D:\Programming\AP_Lab3\dataset_3\5747.jpg;dataset_3\5747.jpg;bay horse
799;D:\Programming\AP_Lab3\dataset_3\1747.jpg;dataset_3\1747.jpg;bay horse
800;D:\Programming\AP_Lab3\dataset_3\7974.jpg;dataset_3\7974.jpg;bay horse
801;D:\Programming\AP_Lab3\dataset_3\4054.jpg;dataset_3\4054.jpg;bay horse
802;D:\Programming\AP_Lab3\dataset_3\7696.jpg;dataset_3\7696.jpg;bay horse
803;D:\Programming\AP_Lab3\dataset_3\9480.jpg;dataset_3\9480.jpg;bay horse
804;D:\Programming\AP_Lab3\dataset_3\1318.jpg;dataset_3\1318.jpg;bay horse
805;D:\Programming\AP_Lab3\dataset_3\6010.jpg;dataset_3\6010.jpg;bay horse
806;D:\Programming\AP_Lab3\dataset_3\119.jpg;dataset_3\119.jpg;bay horse
807;D:\Programming\AP_Lab3\dataset_3\1627.jpg;dataset_3\1627.jpg;bay horse
808;D:\Programming\AP_Lab3\dataset_3\7838.jpg;dataset_3\7838.jpg;bay horse
809;D:\Programming\AP_Lab3\dataset_3\201.jpg;dataset_3\201.jpg;bay horse
810;D:\Programming\AP_Lab3\dataset_3\6827.jpg;dataset_3\6827.jpg;bay horse
811;D:\Programming\AP_Lab3\dataset_3\7331.jpg;dataset_3\7331.jpg;bay horse
812;D:\Programming\AP_Lab3\dataset_3\1847.jpg;dataset_3\1847.jpg;bay horse
813;D:\Programming\AP_Lab3\dataset_3\6789.jpg;dataset_3\6789.jpg;bay horse
814;D:\Programming\AP_Lab3\dataset_3\2134.jpg;dataset_3\2134.jpg;bay horse
815;D:\Programming\AP_Lab3\dataset_3\2284.jpg;dataset_3\2284.jpg;bay horse
816;D:\Programming\AP_Lab3\dataset_3\4319.jpg;dataset_3\4319.jpg;bay horse
817;D:\Programming\AP_Lab3\dataset_3\9427.jpg;dataset_3\9427.jpg;bay horse
818;D:\Programming\AP_Lab3\dataset_3\9735.jpg;dataset_3\9735.jpg;bay horse
819;D:\Programming\AP_Lab3\dataset_3\8651.jpg;dataset_3\8651.jpg;bay horse
820;D:\Programming\AP_Lab3\dataset_3\7669.jpg;dataset_3\7669.jpg;bay horse
821;D:\Programming\AP_Lab3\dataset_3\1618.jpg;dataset_3\1618.jpg;bay horse
822;D:\Programming\AP_Lab3\dataset_3\4819.jpg;dataset_3\4819.jpg;bay horse
823;D:\Programming\AP_Lab3\dataset_3\3808.jpg;dataset_3\3808.jpg;bay horse
824;D:\Programming\AP_Lab3\dataset_3\4814.jpg;dataset_3\4814.jpg;bay horse
825;D:\Programming\AP_Lab3\dataset_3\4424.jpg;dataset_3\4424.jpg;bay horse
826;D:\Programming\AP_Lab3\dataset_3\7514.jpg;dataset_3\7514.jpg;bay horse
827;D:\Programming\AP_Lab3\dataset_3\6238.jpg;dataset_3\6238.jpg;bay horse
828;D:\Programming\AP_Lab3\dataset_3\3118.jpg;dataset_3\3118.jpg;bay horse
829;D:\Programming\AP_Lab3\dataset_3\1860.jpg;dataset_3\1860.jpg;bay horse
830;D:\Programming\AP_Lab3\dataset_3\2194.jpg;dataset_3\2194.jpg;bay horse
831;D:\Programming\AP_Lab3\dataset_3\2292.jpg;dataset_3\2292.jpg;bay horse
832;D:\Programming\AP_Lab3\dataset_3\9075.jpg;dataset_3\9075.jpg;bay horse
833;D:\Programming\AP_Lab3\dataset_3\6135.jpg;dataset_3\6135.jpg;bay horse
834;D:\Programming\AP_Lab3\dataset_3\3986.jpg;dataset_3\3986.jpg;bay horse
835;D:\Programming\AP_Lab3\dataset_3\7743.jpg;dataset_3\7743.jpg;bay horse
836;D:\Programming\AP_Lab3\dataset_3\5453.jpg;dataset_3\5453.jpg;bay horse
837;D:\Programming\AP_Lab3\dataset_3\4243.jpg;dataset_3\4243.jpg;bay horse
838;D:\Programming\AP_Lab3\dataset_3\1901.jpg;dataset_3\1901.jpg;bay horse
839;D:\Programming\AP_Lab3\dataset_3\9389.jpg;dataset_3\9389.jpg;bay horse
840;D:\Programming\AP_Lab3\dataset_3\3869.jpg;dataset_3\3869.jpg;bay horse
841;D:\Programming\AP_Lab3\dataset_3\9822.jpg;dataset_3\9822.jpg;bay horse
842;D:\Programming\AP_Lab3\dataset_3\1061.jpg;dataset_3\1061.jpg;bay horse
843;D:\Programming\AP_Lab3\dataset_3\6786.jpg;dataset_3\6786.jpg;bay horse
844;D:\Programming\AP_Lab3\dataset_3\4186.jpg;dataset_3\4186.jpg;bay horse
845;D:\Programming\AP_Lab3\dataset_3\4037.jpg;dataset_3\4037.jpg;bay horse
846;D:\Programming\AP_Lab3\dataset_3\6584.jpg;dataset_3\6584.jpg;bay horse
847;D:\Programming\AP_Lab3\dataset_3\3001.jpg;dataset_3\3001.jpg;bay horse
848;D:\Programming\AP_Lab3\dataset_3\8833.jpg;dataset_3\8833.jpg;bay horse
849;D:\Programming\AP_Lab3\dataset_3\4381.jpg;dataset_3\4381.jpg;bay horse
850;D:\Programming\AP_Lab3\dataset_3\2415.jpg;dataset_3\2415.jpg;bay horse
851;D:\Programming\AP_Lab3\dataset_3\1461.jpg;dataset_3\1461.jpg;bay horse
852;D:\Programming\AP_Lab3\dataset_3\5220.jpg;dataset_3\5220.jpg;bay horse
853;D:\Programming\AP_Lab3\dataset_3\4112.jpg;dataset_3\4112.jpg;bay horse
854;D:\Programming\AP_Lab3\dataset_3\5052.jpg;dataset_3\5052.jpg;bay horse
855;D:\Programming\AP_Lab3\dataset_3\4800.jpg;dataset_3\4800.jpg;bay horse
856;D:\Programming\AP_Lab3\dataset_3\2111.jpg;dataset_3\2111.jpg;bay horse
857;D:\Programming\AP_Lab3\dataset_3\8319.jpg;dataset_3\8319.jpg;bay horse
858;D:\Programming\AP_Lab3\dataset_3\338.jpg;dataset_3\338.jpg;bay horse
859;D:\Programming\AP_Lab3\dataset_3\7287.jpg;dataset_3\7287.jpg;bay horse
860;D:\Programming\AP_Lab3\dataset_3\9171.jpg;dataset_3\9171.jpg;bay horse
861;D:\Programming\AP_Lab3\dataset_3\6811.jpg;dataset_3\6811.jpg;bay horse
862;D:\Programming\AP_Lab3\dataset_3\4829.jpg;dataset_3\4829.jpg;bay horse
863;D:\Programming\AP_Lab3\dataset_3\2262.jpg;dataset_3\2262.jpg;bay horse
864;D:\Programming\AP_Lab3\dataset_3\982.jpg;dataset_3\982.jpg;bay horse
865;D:\Programming\AP_Lab3\dataset_3\614.jpg;dataset_3\614.jpg;bay horse
866;D:\Programming\AP_Lab3\dataset_3\508.jpg;dataset_3\508.jpg;bay horse
867;D:\Programming\AP_Lab3\dataset_3\6034.jpg;dataset_3\6034.jpg;bay horse
868;D:\Programming\AP_Lab3\dataset_3\4688.jpg;dataset_3\4688.jpg;bay horse
869;D:\Programming\AP_Lab3\dataset_3\5244.jpg;dataset_3\5244.jpg;bay horse
870;D:\Programming\AP_Lab3\dataset_3\1759.jpg;dataset_3\1759.jpg;bay horse
871;D:\Programming\AP_Lab3\dataset_3\2287.jpg;dataset_3\2287.jpg;bay horse
872;D:\Programming\AP_Lab3\dataset_3\5403.jpg;dataset_3\5403.jpg;bay horse
873;D:\Programming\AP_Lab3\dataset_3\2054.jpg;dataset_3\2054.jpg;bay horse
874;D:\Programming\AP_Lab3\dataset_3\2725.jpg;dataset_3\2725.jpg;bay horse
875;D:\Programming\AP_Lab3\dataset_3\2393.jpg;dataset_3\2393.jpg;bay horse
876;D:\Programming\AP_Lab3\dataset_3\8880.jpg;dataset_3\8880.jpg;bay horse
877;D:\Programming\AP_Lab3\dataset_3\6149.jpg;dataset_3\6149.jpg;bay horse
878;D:\Programming\AP_Lab3\dataset_3\2466.jpg;dataset_3\2466.jpg;bay horse
879;D:\Programming\AP_Lab3\dataset_3\9989.jpg;dataset_3\9989.jpg;bay horse
880;D:\Programming\AP_Lab3\dataset_3\3146.jpg;dataset_3\3146.jpg;bay horse
881;D:\Programming\AP_Lab3\dataset_3\7774.jpg;dataset_3\7774.jpg;bay horse
882;D:\Programming\AP_Lab3\dataset_3\7740.jpg;dataset_3\7740.jpg;bay horse
883;D:\Programming\AP_Lab3\dataset_3\9623.jpg;dataset_3\9623.jpg;bay horse
884;D:\Programming\AP_Lab3\dataset_3\9097.jpg;dataset_3\9097.jpg;bay horse
885;D:\Programming\AP_Lab3\dataset_3\7219.jpg;dataset_3\7219.jpg;bay horse
886;D:\Programming\AP_Lab3\dataset_3\4168.jpg;dataset_3\4168.jpg;bay horse
887;D:\Programming\AP_Lab3\dataset_3\4233.jpg;dataset_3\4233.jpg;bay horse
888;D:\Programming\AP_Lab3\dataset_3\5327.jpg;dataset_3\5327.jpg;bay horse
889;D:\Programming\AP_Lab3\dataset_3\9042.jpg;dataset_3\9042.jpg;bay horse
890;D:\Programming\AP_Lab3\dataset_3\6823.jpg;dataset_3\6823.jpg;bay horse
891;D:\Programming\AP_Lab3\dataset_3\6697.jpg;dataset_3\6697.jpg;bay horse
892;D:\Programming\AP_Lab3\dataset_3\3036.jpg;dataset_3\3036.jpg;bay horse
893;D:\Programming\AP_Lab3\dataset_3\115.jpg;dataset_3\115.jpg;bay horse
894;D:\Programming\AP_Lab3\dataset_3\2870.jpg;dataset_3\2870.jpg;bay horse
895;D:\Programming\AP_Lab3\dataset_3\9065.jpg;dataset_3\9065.jpg;bay horse
